Date,Source,Site ID,POC,Daily Mean Pb Concentration,UNITS,DAILY_AQI_VALUE,Site Name,DAILY_OBS_COUNT,PERCENT_COMPLETE,AQS_PARAMETER_CODE,AQS_PARAMETER_DESC,CBSA_CODE,CBSA_NAME,STATE_CODE,STATE,COUNTY_CODE,COUNTY,SITE_LATITUDE,SITE_LONGITUDE
01/02/1994,AQS,510590018,1,0.027,ug/m3 SC,.,,1,100.0,12128,Lead (TSP) STP,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,Virginia,59,Fairfax,38.7423200009212,-77.07743
01/08/1994,AQS,510590018,1,0.032,ug/m3 SC,.,,1,100.0,12128,Lead (TSP) STP,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,Virginia,59,Fairfax,38.7423200009212,-77.07743
01/14/1994,AQS,510590018,1,0.023,ug/m3 SC,.,,1,100.0,12128,Lead (TSP) STP,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,Virginia,59,Fairfax,38.7423200009212,-77.07743
01/20/1994,AQS,510590018,1,0.018,ug/m3 SC,.,,1,100.0,12128,Lead (TSP) STP,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,Virginia,59,Fairfax,38.7423200009212,-77.07743
01/26/1994,AQS,510590018,1,0.02,ug/m3 SC,.,,1,100.0,12128,Lead (TSP) STP,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,Virginia,59,Fairfax,38.7423200009212,-77.07743
02/01/1994,AQS,510590018,1,0.026,ug/m3 SC,.,,1,100.0,12128,Lead (TSP) STP,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,Virginia,59,Fairfax,38.7423200009212,-77.07743
02/07/1994,AQS,510590018,1,0.033,ug/m3 SC,.,,1,100.0,12128,Lead (TSP) STP,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,Virginia,59,Fairfax,38.7423200009212,-77.07743
02/13/1994,AQS,510590018,1,0.013,ug/m3 SC,.,,1,100.0,12128,Lead (TSP) STP,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,Virginia,59,Fairfax,38.7423200009212,-77.07743
02/19/1994,AQS,510590018,1,0.02,ug/m3 SC,.,,1,100.0,12128,Lead (TSP) STP,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,Virginia,59,Fairfax,38.7423200009212,-77.07743
02/25/1994,AQS,510590018,1,0.019,ug/m3 SC,.,,1,100.0,12128,Lead (TSP) STP,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,Virginia,59,Fairfax,38.7423200009212,-77.07743
03/03/1994,AQS,510590018,1,0.0,ug/m3 SC,.,,1,100.0,12128,Lead (TSP) STP,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,Virginia,59,Fairfax,38.7423200009212,-77.07743
03/09/1994,AQS,510590018,1,0.002,ug/m3 SC,.,,1,100.0,12128,Lead (TSP) STP,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,Virginia,59,Fairfax,38.7423200009212,-77.07743
03/15/1994,AQS,510590018,1,0.008,ug/m3 SC,.,,1,100.0,12128,Lead (TSP) STP,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,Virginia,59,Fairfax,38.7423200009212,-77.07743
03/21/1994,AQS,510590018,1,0.0,ug/m3 SC,.,,1,100.0,12128,Lead (TSP) STP,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,Virginia,59,Fairfax,38.7423200009212,-77.07743
03/27/1994,AQS,510590018,1,0.0,ug/m3 SC,.,,1,100.0,12128,Lead (TSP) STP,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,Virginia,59,Fairfax,38.7423200009212,-77.07743
04/02/1994,AQS,510590018,1,0.003,ug/m3 SC,.,,1,100.0,12128,Lead (TSP) STP,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,Virginia,59,Fairfax,38.7423200009212,-77.07743
04/08/1994,AQS,510590018,1,0.005,ug/m3 SC,.,,1,100.0,12128,Lead (TSP) STP,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,Virginia,59,Fairfax,38.7423200009212,-77.07743
04/14/1994,AQS,510590018,1,0.007,ug/m3 SC,.,,1,100.0,12128,Lead (TSP) STP,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,Virginia,59,Fairfax,38.7423200009212,-77.07743
04/20/1994,AQS,510590018,1,0.005,ug/m3 SC,.,,1,100.0,12128,Lead (TSP) STP,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,Virginia,59,Fairfax,38.7423200009212,-77.07743
04/26/1994,AQS,510590018,1,0.005,ug/m3 SC,.,,1,100.0,12128,Lead (TSP) STP,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,Virginia,59,Fairfax,38.7423200009212,-77.07743
05/02/1994,AQS,510590018,1,0.0,ug/m3 SC,.,,1,100.0,12128,Lead (TSP) STP,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,Virginia,59,Fairfax,38.7423200009212,-77.07743
05/08/1994,AQS,510590018,1,0.0,ug/m3 SC,.,,1,100.0,12128,Lead (TSP) STP,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,Virginia,59,Fairfax,38.7423200009212,-77.07743
05/14/1994,AQS,510590018,1,0.0,ug/m3 SC,.,,1,100.0,12128,Lead (TSP) STP,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,Virginia,59,Fairfax,38.7423200009212,-77.07743
05/20/1994,AQS,510590018,1,0.0,ug/m3 SC,.,,1,100.0,12128,Lead (TSP) STP,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,Virginia,59,Fairfax,38.7423200009212,-77.07743
05/26/1994,AQS,510590018,1,0.0,ug/m3 SC,.,,1,100.0,12128,Lead (TSP) STP,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,Virginia,59,Fairfax,38.7423200009212,-77.07743
06/01/1994,AQS,510590018,1,0.0,ug/m3 SC,.,,1,100.0,12128,Lead (TSP) STP,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,Virginia,59,Fairfax,38.7423200009212,-77.07743
06/07/1994,AQS,510590018,1,0.0,ug/m3 SC,.,,1,100.0,12128,Lead (TSP) STP,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,Virginia,59,Fairfax,38.7423200009212,-77.07743
06/13/1994,AQS,510590018,1,0.0,ug/m3 SC,.,,1,100.0,12128,Lead (TSP) STP,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,Virginia,59,Fairfax,38.7423200009212,-77.07743
06/19/1994,AQS,510590018,1,0.0,ug/m3 SC,.,,1,100.0,12128,Lead (TSP) STP,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,Virginia,59,Fairfax,38.7423200009212,-77.07743
06/25/1994,AQS,510590018,1,0.0,ug/m3 SC,.,,1,100.0,12128,Lead (TSP) STP,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,Virginia,59,Fairfax,38.7423200009212,-77.07743
07/01/1994,AQS,510590018,1,0.011,ug/m3 SC,.,,1,100.0,12128,Lead (TSP) STP,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,Virginia,59,Fairfax,38.7423200009212,-77.07743
07/07/1994,AQS,510590018,1,0.01,ug/m3 SC,.,,1,100.0,12128,Lead (TSP) STP,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,Virginia,59,Fairfax,38.7423200009212,-77.07743
07/13/1994,AQS,510590018,1,0.017,ug/m3 SC,.,,1,100.0,12128,Lead (TSP) STP,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,Virginia,59,Fairfax,38.7423200009212,-77.07743
07/19/1994,AQS,510590018,1,0.01,ug/m3 SC,.,,1,100.0,12128,Lead (TSP) STP,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,Virginia,59,Fairfax,38.7423200009212,-77.07743
07/25/1994,AQS,510590018,1,0.012,ug/m3 SC,.,,1,100.0,12128,Lead (TSP) STP,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,Virginia,59,Fairfax,38.7423200009212,-77.07743
07/31/1994,AQS,510590018,1,0.01,ug/m3 SC,.,,1,100.0,12128,Lead (TSP) STP,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,Virginia,59,Fairfax,38.7423200009212,-77.07743
08/06/1994,AQS,510590018,1,0.002,ug/m3 SC,.,,1,100.0,12128,Lead (TSP) STP,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,Virginia,59,Fairfax,38.7423200009212,-77.07743
08/12/1994,AQS,510590018,1,0.016,ug/m3 SC,.,,1,100.0,12128,Lead (TSP) STP,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,Virginia,59,Fairfax,38.7423200009212,-77.07743
08/18/1994,AQS,510590018,1,0.001,ug/m3 SC,.,,1,100.0,12128,Lead (TSP) STP,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,Virginia,59,Fairfax,38.7423200009212,-77.07743
08/24/1994,AQS,510590018,1,0.0,ug/m3 SC,.,,1,100.0,12128,Lead (TSP) STP,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,Virginia,59,Fairfax,38.7423200009212,-77.07743
08/30/1994,AQS,510590018,1,0.0,ug/m3 SC,.,,1,100.0,12128,Lead (TSP) STP,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,Virginia,59,Fairfax,38.7423200009212,-77.07743
09/11/1994,AQS,510590018,1,0.003,ug/m3 SC,.,,1,100.0,12128,Lead (TSP) STP,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,Virginia,59,Fairfax,38.7423200009212,-77.07743
09/17/1994,AQS,510590018,1,0.0,ug/m3 SC,.,,1,100.0,12128,Lead (TSP) STP,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,Virginia,59,Fairfax,38.7423200009212,-77.07743
09/23/1994,AQS,510590018,1,0.005,ug/m3 SC,.,,1,100.0,12128,Lead (TSP) STP,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,Virginia,59,Fairfax,38.7423200009212,-77.07743
09/29/1994,AQS,510590018,1,0.008,ug/m3 SC,.,,1,100.0,12128,Lead (TSP) STP,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,Virginia,59,Fairfax,38.7423200009212,-77.07743
10/05/1994,AQS,510590018,1,0.009,ug/m3 SC,.,,1,100.0,12128,Lead (TSP) STP,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,Virginia,59,Fairfax,38.7423200009212,-77.07743
10/17/1994,AQS,510590018,1,0.011,ug/m3 SC,.,,1,100.0,12128,Lead (TSP) STP,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,Virginia,59,Fairfax,38.7423200009212,-77.07743
10/23/1994,AQS,510590018,1,0.009,ug/m3 SC,.,,1,100.0,12128,Lead (TSP) STP,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,Virginia,59,Fairfax,38.7423200009212,-77.07743
10/29/1994,AQS,510590018,1,0.009,ug/m3 SC,.,,1,100.0,12128,Lead (TSP) STP,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,Virginia,59,Fairfax,38.7423200009212,-77.07743
11/04/1994,AQS,510590018,1,0.007,ug/m3 SC,.,,1,100.0,12128,Lead (TSP) STP,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,Virginia,59,Fairfax,38.7423200009212,-77.07743
11/10/1994,AQS,510590018,1,0.008,ug/m3 SC,.,,1,100.0,12128,Lead (TSP) STP,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,Virginia,59,Fairfax,38.7423200009212,-77.07743
11/16/1994,AQS,510590018,1,0.013,ug/m3 SC,.,,1,100.0,12128,Lead (TSP) STP,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,Virginia,59,Fairfax,38.7423200009212,-77.07743
11/22/1994,AQS,510590018,1,0.005,ug/m3 SC,.,,1,100.0,12128,Lead (TSP) STP,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,Virginia,59,Fairfax,38.7423200009212,-77.07743
11/28/1994,AQS,510590018,1,0.006,ug/m3 SC,.,,1,100.0,12128,Lead (TSP) STP,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,Virginia,59,Fairfax,38.7423200009212,-77.07743
12/04/1994,AQS,510590018,1,0.021,ug/m3 SC,.,,1,100.0,12128,Lead (TSP) STP,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,Virginia,59,Fairfax,38.7423200009212,-77.07743
12/10/1994,AQS,510590018,1,0.007,ug/m3 SC,.,,1,100.0,12128,Lead (TSP) STP,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,Virginia,59,Fairfax,38.7423200009212,-77.07743
12/16/1994,AQS,510590018,1,0.006,ug/m3 SC,.,,1,100.0,12128,Lead (TSP) STP,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,Virginia,59,Fairfax,38.7423200009212,-77.07743
12/22/1994,AQS,510590018,1,0.037,ug/m3 SC,.,,1,100.0,12128,Lead (TSP) STP,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,Virginia,59,Fairfax,38.7423200009212,-77.07743
12/28/1994,AQS,510590018,1,0.013,ug/m3 SC,.,,1,100.0,12128,Lead (TSP) STP,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,Virginia,59,Fairfax,38.7423200009212,-77.07743
01/02/1994,AQS,510590029,1,0.023,ug/m3 SC,.,,1,100.0,12128,Lead (TSP) STP,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,Virginia,59,Fairfax,38.69205967,-77.238593963
01/08/1994,AQS,510590029,1,0.022,ug/m3 SC,.,,1,100.0,12128,Lead (TSP) STP,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,Virginia,59,Fairfax,38.69205967,-77.238593963
01/14/1994,AQS,510590029,1,0.028,ug/m3 SC,.,,1,100.0,12128,Lead (TSP) STP,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,Virginia,59,Fairfax,38.69205967,-77.238593963
01/20/1994,AQS,510590029,1,0.015,ug/m3 SC,.,,1,100.0,12128,Lead (TSP) STP,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,Virginia,59,Fairfax,38.69205967,-77.238593963
01/26/1994,AQS,510590029,1,0.032,ug/m3 SC,.,,1,100.0,12128,Lead (TSP) STP,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,Virginia,59,Fairfax,38.69205967,-77.238593963
02/01/1994,AQS,510590029,1,0.038,ug/m3 SC,.,,1,100.0,12128,Lead (TSP) STP,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,Virginia,59,Fairfax,38.69205967,-77.238593963
02/07/1994,AQS,510590029,1,0.031,ug/m3 SC,.,,1,100.0,12128,Lead (TSP) STP,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,Virginia,59,Fairfax,38.69205967,-77.238593963
02/13/1994,AQS,510590029,1,0.017,ug/m3 SC,.,,1,100.0,12128,Lead (TSP) STP,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,Virginia,59,Fairfax,38.69205967,-77.238593963
02/19/1994,AQS,510590029,1,0.028,ug/m3 SC,.,,1,100.0,12128,Lead (TSP) STP,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,Virginia,59,Fairfax,38.69205967,-77.238593963
02/25/1994,AQS,510590029,1,0.033,ug/m3 SC,.,,1,100.0,12128,Lead (TSP) STP,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,Virginia,59,Fairfax,38.69205967,-77.238593963
03/03/1994,AQS,510590029,1,0.004,ug/m3 SC,.,,1,100.0,12128,Lead (TSP) STP,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,Virginia,59,Fairfax,38.69205967,-77.238593963
03/09/1994,AQS,510590029,1,0.011,ug/m3 SC,.,,1,100.0,12128,Lead (TSP) STP,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,Virginia,59,Fairfax,38.69205967,-77.238593963
03/15/1994,AQS,510590029,1,0.019,ug/m3 SC,.,,1,100.0,12128,Lead (TSP) STP,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,Virginia,59,Fairfax,38.69205967,-77.238593963
03/21/1994,AQS,510590029,1,0.013,ug/m3 SC,.,,1,100.0,12128,Lead (TSP) STP,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,Virginia,59,Fairfax,38.69205967,-77.238593963
03/27/1994,AQS,510590029,1,0.005,ug/m3 SC,.,,1,100.0,12128,Lead (TSP) STP,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,Virginia,59,Fairfax,38.69205967,-77.238593963
04/02/1994,AQS,510590029,1,0.029,ug/m3 SC,.,,1,100.0,12128,Lead (TSP) STP,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,Virginia,59,Fairfax,38.69205967,-77.238593963
04/08/1994,AQS,510590029,1,0.02,ug/m3 SC,.,,1,100.0,12128,Lead (TSP) STP,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,Virginia,59,Fairfax,38.69205967,-77.238593963
04/14/1994,AQS,510590029,1,0.029,ug/m3 SC,.,,1,100.0,12128,Lead (TSP) STP,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,Virginia,59,Fairfax,38.69205967,-77.238593963
04/20/1994,AQS,510590029,1,0.028,ug/m3 SC,.,,1,100.0,12128,Lead (TSP) STP,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,Virginia,59,Fairfax,38.69205967,-77.238593963
04/26/1994,AQS,510590029,1,0.025,ug/m3 SC,.,,1,100.0,12128,Lead (TSP) STP,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,Virginia,59,Fairfax,38.69205967,-77.238593963
05/02/1994,AQS,510590029,1,0.004,ug/m3 SC,.,,1,100.0,12128,Lead (TSP) STP,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,Virginia,59,Fairfax,38.69205967,-77.238593963
05/08/1994,AQS,510590029,1,0.0,ug/m3 SC,.,,1,100.0,12128,Lead (TSP) STP,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,Virginia,59,Fairfax,38.69205967,-77.238593963
05/14/1994,AQS,510590029,1,0.002,ug/m3 SC,.,,1,100.0,12128,Lead (TSP) STP,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,Virginia,59,Fairfax,38.69205967,-77.238593963
05/26/1994,AQS,510590029,1,0.0,ug/m3 SC,.,,1,100.0,12128,Lead (TSP) STP,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,Virginia,59,Fairfax,38.69205967,-77.238593963
06/01/1994,AQS,510590029,1,0.011,ug/m3 SC,.,,1,100.0,12128,Lead (TSP) STP,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,Virginia,59,Fairfax,38.69205967,-77.238593963
06/07/1994,AQS,510590029,1,0.045,ug/m3 SC,.,,1,100.0,12128,Lead (TSP) STP,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,Virginia,59,Fairfax,38.69205967,-77.238593963
06/13/1994,AQS,510590029,1,0.032,ug/m3 SC,.,,1,100.0,12128,Lead (TSP) STP,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,Virginia,59,Fairfax,38.69205967,-77.238593963
06/19/1994,AQS,510590029,1,0.008,ug/m3 SC,.,,1,100.0,12128,Lead (TSP) STP,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,Virginia,59,Fairfax,38.69205967,-77.238593963
06/25/1994,AQS,510590029,1,0.022,ug/m3 SC,.,,1,100.0,12128,Lead (TSP) STP,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,Virginia,59,Fairfax,38.69205967,-77.238593963
07/01/1994,AQS,510590029,1,0.042,ug/m3 SC,.,,1,100.0,12128,Lead (TSP) STP,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,Virginia,59,Fairfax,38.69205967,-77.238593963
07/07/1994,AQS,510590029,1,0.039,ug/m3 SC,.,,1,100.0,12128,Lead (TSP) STP,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,Virginia,59,Fairfax,38.69205967,-77.238593963
07/13/1994,AQS,510590029,1,0.045,ug/m3 SC,.,,1,100.0,12128,Lead (TSP) STP,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,Virginia,59,Fairfax,38.69205967,-77.238593963
07/19/1994,AQS,510590029,1,0.057,ug/m3 SC,.,,1,100.0,12128,Lead (TSP) STP,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,Virginia,59,Fairfax,38.69205967,-77.238593963
07/25/1994,AQS,510590029,1,0.054,ug/m3 SC,.,,1,100.0,12128,Lead (TSP) STP,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,Virginia,59,Fairfax,38.69205967,-77.238593963
07/31/1994,AQS,510590029,1,0.037,ug/m3 SC,.,,1,100.0,12128,Lead (TSP) STP,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,Virginia,59,Fairfax,38.69205967,-77.238593963
08/06/1994,AQS,510590029,1,0.03,ug/m3 SC,.,,1,100.0,12128,Lead (TSP) STP,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,Virginia,59,Fairfax,38.69205967,-77.238593963
08/12/1994,AQS,510590029,1,0.007,ug/m3 SC,.,,1,100.0,12128,Lead (TSP) STP,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,Virginia,59,Fairfax,38.69205967,-77.238593963
08/18/1994,AQS,510590029,1,0.025,ug/m3 SC,.,,1,100.0,12128,Lead (TSP) STP,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,Virginia,59,Fairfax,38.69205967,-77.238593963
08/24/1994,AQS,510590029,1,0.021,ug/m3 SC,.,,1,100.0,12128,Lead (TSP) STP,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,Virginia,59,Fairfax,38.69205967,-77.238593963
08/30/1994,AQS,510590029,1,0.004,ug/m3 SC,.,,1,100.0,12128,Lead (TSP) STP,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,Virginia,59,Fairfax,38.69205967,-77.238593963
09/11/1994,AQS,510590029,1,0.024,ug/m3 SC,.,,1,100.0,12128,Lead (TSP) STP,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,Virginia,59,Fairfax,38.69205967,-77.238593963
09/17/1994,AQS,510590029,1,0.017,ug/m3 SC,.,,1,100.0,12128,Lead (TSP) STP,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,Virginia,59,Fairfax,38.69205967,-77.238593963
09/23/1994,AQS,510590029,1,0.01,ug/m3 SC,.,,1,100.0,12128,Lead (TSP) STP,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,Virginia,59,Fairfax,38.69205967,-77.238593963
09/29/1994,AQS,510590029,1,0.018,ug/m3 SC,.,,1,100.0,12128,Lead (TSP) STP,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,Virginia,59,Fairfax,38.69205967,-77.238593963
10/05/1994,AQS,510590029,1,0.02,ug/m3 SC,.,,1,100.0,12128,Lead (TSP) STP,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,Virginia,59,Fairfax,38.69205967,-77.238593963
10/11/1994,AQS,510590029,1,0.021,ug/m3 SC,.,,1,100.0,12128,Lead (TSP) STP,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,Virginia,59,Fairfax,38.69205967,-77.238593963
10/17/1994,AQS,510590029,1,0.02,ug/m3 SC,.,,1,100.0,12128,Lead (TSP) STP,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,Virginia,59,Fairfax,38.69205967,-77.238593963
10/23/1994,AQS,510590029,1,0.011,ug/m3 SC,.,,1,100.0,12128,Lead (TSP) STP,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,Virginia,59,Fairfax,38.69205967,-77.238593963
10/29/1994,AQS,510590029,1,0.009,ug/m3 SC,.,,1,100.0,12128,Lead (TSP) STP,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,Virginia,59,Fairfax,38.69205967,-77.238593963
11/04/1994,AQS,510590029,1,0.065,ug/m3 SC,.,,1,100.0,12128,Lead (TSP) STP,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,Virginia,59,Fairfax,38.69205967,-77.238593963
11/10/1994,AQS,510590029,1,0.044,ug/m3 SC,.,,1,100.0,12128,Lead (TSP) STP,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,Virginia,59,Fairfax,38.69205967,-77.238593963
11/16/1994,AQS,510590029,1,0.063,ug/m3 SC,.,,1,100.0,12128,Lead (TSP) STP,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,Virginia,59,Fairfax,38.69205967,-77.238593963
11/22/1994,AQS,510590029,1,0.04,ug/m3 SC,.,,1,100.0,12128,Lead (TSP) STP,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,Virginia,59,Fairfax,38.69205967,-77.238593963
11/28/1994,AQS,510590029,1,0.022,ug/m3 SC,.,,1,100.0,12128,Lead (TSP) STP,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,Virginia,59,Fairfax,38.69205967,-77.238593963
12/04/1994,AQS,510590029,1,0.032,ug/m3 SC,.,,1,100.0,12128,Lead (TSP) STP,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,Virginia,59,Fairfax,38.69205967,-77.238593963
12/10/1994,AQS,510590029,1,0.014,ug/m3 SC,.,,1,100.0,12128,Lead (TSP) STP,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,Virginia,59,Fairfax,38.69205967,-77.238593963
12/16/1994,AQS,510590029,1,0.036,ug/m3 SC,.,,1,100.0,12128,Lead (TSP) STP,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,Virginia,59,Fairfax,38.69205967,-77.238593963
12/22/1994,AQS,510590029,1,0.043,ug/m3 SC,.,,1,100.0,12128,Lead (TSP) STP,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,Virginia,59,Fairfax,38.69205967,-77.238593963
12/28/1994,AQS,510590029,1,0.035,ug/m3 SC,.,,1,100.0,12128,Lead (TSP) STP,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,Virginia,59,Fairfax,38.69205967,-77.238593963
01/02/1994,AQS,510593002,1,0.016,ug/m3 SC,.,,1,100.0,12128,Lead (TSP) STP,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,Virginia,59,Fairfax,38.783724469,-77.182203527
01/08/1994,AQS,510593002,1,0.019,ug/m3 SC,.,,1,100.0,12128,Lead (TSP) STP,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,Virginia,59,Fairfax,38.783724469,-77.182203527
